items	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs	SCG	functional_homogeneity_index	geometric_homogeneity_index	combined_homogeneity_index	PPanGGOLiN
GC_00000654	8	8	1	1	0.998176598386096	0.998451456511592	0.9983140085302	persistent
GC_00000655	8	8	1	1	0.930505952380952	1.0	0.964002158328837	persistent
GC_00000656	8	8	1	1	0.986538575579672	0.98432217714672	0.985429130100108	persistent
GC_00000657	8	8	1	1	0.988988095238095	1.0	0.994463564267545	persistent
GC_00000658	8	8	1	1	0.961453024957533	0.964863664141779	0.963155325196786	persistent
GC_00000659	8	8	1	1	0.970116618075802	1.0	0.984831668516463	persistent
GC_00000660	8	8	1	1	0.98125	1.0	0.990536277602524	persistent
GC_00000661	8	8	1	1	0.997218866404913	0.996844613250446	0.997031704707077	persistent
GC_00000662	8	8	1	1	0.96094778411584	0.7461186540732	0.840015422105951	persistent
GC_00000663	8	8	1	1	0.985636645962733	1.0	0.992766373411535	persistent
GC_00000664	8	8	1	1	0.969328703703704	1.0	0.984425506905671	persistent
GC_00000665	8	8	1	1	0.982091395636064	1.0	0.990964793851906	persistent
GC_00000666	8	8	1	1	0.97718253968254	1.0	0.988459608630206	persistent
GC_00000667	8	8	1	1	0.996186755952381	1.0	0.998089735824442	persistent
GC_00000668	8	8	1	1	0.984166666666667	1.0	0.992020159596808	persistent
GC_00000669	8	8	1	1	0.991112764550265	1.0	0.995536548402499	persistent
GC_00000670	8	8	1	1	0.980021336436815	0.997971627675459	0.988915032586549	persistent
GC_00000671	8	8	1	1	0.982179533647457	0.990365789988907	0.986255674935274	persistent
GC_00000672	8	8	1	1	0.995530682833936	0.991380657155001	0.993451335952785	persistent
GC_00000673	8	8	1	1	0.986281179138322	1.0	0.993093213082939	persistent
GC_00000674	8	8	1	1	0.992910052910053	1.0	0.996442414909998	persistent
GC_00000675	8	8	1	1	0.988202488202488	1.0	0.994066242313087	persistent
GC_00000676	8	8	1	1	0.997762029093622	0.997395833333336	0.997578897607282	persistent
GC_00000677	8	8	1	1	0.992281840966052	1.0	0.99612597029434	persistent
GC_00000678	8	8	1	1	0.985807352256864	1.0	0.992852958406561	persistent
GC_00000679	8	8	1	1	0.996707193515704	1.0	0.998350881644044	persistent
GC_00000680	8	8	1	1	0.99837383406971	1.0	0.999186255392977	persistent
GC_00000681	8	8	1	1	0.99406604747162	1.0	0.997024194591797	persistent
GC_00000682	8	8	1	1	0.983964248159832	1.0	0.991917318139658	persistent
GC_00000683	8	8	1	1	0.991376077990251	1.0	0.995669365467897	persistent
GC_00000684	8	8	1	1	0.976409918806232	0.943302337270672	0.959570639431588	persistent
GC_00000685	8	8	1	1	0.989870948379352	1.0	0.994909694204593	persistent
GC_00000686	8	8	1	1	0.99234693877551	1.0	0.996158770806658	persistent
GC_00000687	8	8	1	1	0.980509903076275	1.0	0.990159051013352	persistent
GC_00000688	8	8	1	1	0.992571545304288	0.941459764672106	0.96634027447447	persistent
GC_00000689	8	8	1	1	0.986689399377842	1.0	0.993300109908309	persistent
GC_00000690	8	8	1	1	0.992321780783319	1.0	0.996146094827281	persistent
GC_00000691	8	8	1	1	0.993699429632577	1.0	0.996839759156382	persistent
GC_00000692	8	8	1	1	0.959656084656085	1.0	0.979412757340533	persistent
GC_00000693	8	8	1	1	0.996533088610176	1.0	0.99826353421859	persistent
GC_00000694	8	8	1	1	0.988768115942029	1.0	0.994352341045728	persistent
GC_00000695	8	8	1	1	0.985846129982938	1.0	0.992872625021968	persistent
GC_00000696	8	8	1	1	0.980988824101069	1.0	0.990403188716848	persistent
GC_00000697	8	8	1	1	0.996428571428571	1.0	0.998211091234347	persistent
GC_00000698	8	8	1	1	0.997189863069691	1.0	0.99859295453964	persistent
GC_00000699	8	8	1	1	0.926381820333767	0.979985405474002	0.952429995158839	persistent
GC_00000700	8	8	1	1	0.988005390835579	1.0	0.993966510745034	persistent
GC_00000701	8	8	1	1	0.98712189278227	1.0	0.993519216277317	persistent
GC_00000702	8	8	1	1	0.994809150814373	1.0	0.997397821649501	persistent
GC_00000703	8	8	1	1	0.985219691741431	1.0	0.992554824879052	persistent
GC_00000704	8	8	1	1	0.933916689454015	0.925287540847924	0.929582089861533	persistent
GC_00000705	8	8	1	1	0.985213032581454	1.0	0.992551445524555	persistent
GC_00000706	8	8	1	1	0.905550348849318	0.859370763588623	0.881856406243138	persistent
GC_00000707	8	8	1	1	0.995193382517326	0.986224160206719	0.990688471009593	persistent
GC_00000708	8	8	1	1	0.984450923226433	1.0	0.992164544564153	persistent
GC_00000709	8	8	1	1	0.995185016681832	1.0	0.997586698337292	persistent
GC_00000710	8	8	1	1	0.968136215910697	1.0	0.983810173385504	persistent
GC_00000711	8	8	1	1	0.976572739187418	1.0	0.988147534189805	persistent
GC_00000712	8	8	1	1	0.936095238095238	1.0	0.966992965714005	persistent
GC_00000713	8	8	1	1	0.992461765728189	1.0	0.996216622872532	persistent
GC_00000714	8	8	1	1	0.970169148740577	1.0	0.98485873597275	persistent
GC_00000715	8	8	1	1	0.988586880179801	1.0	0.994260688364208	persistent
GC_00000716	8	8	1	1	0.990208667736758	1.0	0.99508024840713	persistent
GC_00000717	8	8	1	1	0.981721034870641	1.0	0.990776216829857	persistent
GC_00000718	8	8	1	1	0.944480850444153	0.996951219512195	0.97000698631437	persistent
GC_00000719	8	8	1	1	0.98228628800918	1.0	0.991063999131725	persistent
GC_00000720	8	8	1	1	0.977645502645503	1.0	0.988696408267006	persistent
GC_00000721	8	8	1	1	0.986957282913165	1.0	0.993435834177717	persistent
GC_00000722	8	8	1	1	0.943452380952381	1.0	0.970903522205207	persistent
GC_00000723	8	8	1	1	0.992031490015361	1.0	0.995999807219625	persistent
GC_00000724	8	8	1	1	0.965213562307354	0.957616281654243	0.961399913197389	persistent
GC_00000725	8	8	1	1	0.984583333333333	0.941989990256001	0.962815827684102	persistent
GC_00000726	8	8	1	1	0.991382074715408	0.993330677201408	0.992355419383799	persistent
GC_00000727	8	8	1	1	0.978467908902692	1.0	0.989116785265802	persistent
GC_00000728	8	8	1	1	0.985780423280423	0.849079426919694	0.912337666308746	persistent
GC_00000729	8	8	1	1	0.998080713766988	0.997826086956523	0.997953384119812	persistent
GC_00000730	8	8	1	1	0.984265734265734	1.0	0.992070484581498	persistent
GC_00000731	8	8	1	1	0.990484220669718	1.0	0.995219364599092	persistent
GC_00000732	8	8	1	1	0.966231684981685	1.0	0.982825871805321	persistent
GC_00000733	8	8	1	1	0.980448383733055	1.0	0.990127681979729	persistent
GC_00000734	8	8	1	1	0.995902547065338	1.0	0.997947067635799	persistent
GC_00000735	8	8	1	1	0.994335280580634	1.0	0.997159595242322	persistent
GC_00000736	8	8	1	1	0.978472222222222	1.0	0.989118989118989	persistent
GC_00000737	8	8	1	1	0.993248814677386	0.981176311153269	0.987175654617456	persistent
GC_00000738	8	8	1	1	0.977982590885817	1.0	0.988868754853741	persistent
GC_00000739	8	8	1	1	0.991888351471181	0.984767882048214	0.98831529179703	persistent
GC_00000740	8	8	1	1	0.995332494231173	1.0	0.99766078797277	persistent
GC_00000741	8	8	1	1	0.985347985347985	1.0	0.992619926199262	persistent
GC_00000742	8	8	1	1	0.996406109613657	1.0	0.998199819981998	persistent
GC_00000743	8	8	1	1	0.952761469884758	1.0	0.975809370041478	persistent
GC_00000744	8	8	1	1	0.992442042606516	1.0	0.996206686452171	persistent
GC_00000745	8	8	1	1	0.987836438923395	1.0	0.993881005077464	persistent
GC_00000746	8	8	1	1	0.977459016393443	1.0	0.98860103626943	persistent
GC_00000747	8	8	1	1	0.981156269164297	0.997830440587449	0.989423109838027	persistent
GC_00000748	8	8	1	1	0.985782613266057	1.0	0.992840411312415	persistent
GC_00000749	8	8	1	1	0.972164570870468	0.998415407118482	0.98511514036833	persistent
GC_00000750	8	8	1	1	0.990174379610999	1.0	0.995062934941952	persistent
GC_00000751	8	8	1	1	0.977694572452637	1.0	0.988721500347902	persistent
GC_00000752	8	8	1	1	0.979079981507166	1.0	0.989429422414297	persistent
GC_00000753	8	8	1	1	0.979113202167094	1.0	0.989446385477074	persistent
GC_00000754	8	8	1	1	0.992729306487696	1.0	0.996351389278698	persistent
GC_00000755	8	8	1	1	0.978670634920635	1.0	0.989220355978942	persistent
GC_00000756	8	8	1	1	0.984537272097854	0.998389706649966	0.991415103844569	persistent
GC_00000757	8	8	1	1	0.994553163731246	1.0	0.997269144604517	persistent
GC_00000758	8	8	1	1	0.996284809717646	1.0	0.998138947777256	persistent
GC_00000759	8	8	1	1	0.980220037453184	0.987588724810314	0.983890584680994	persistent
GC_00000760	8	8	1	1	0.977708703374778	0.988128018300434	0.982890748645219	persistent
GC_00000761	8	8	1	1	0.989317673378076	0.968258910039731	0.978675021168916	persistent
GC_00000762	8	8	1	1	0.986827601410935	1.0	0.9933701350939	persistent
GC_00000763	8	8	1	1	0.995129740518962	0.981261166530187	0.98814679479421	persistent
GC_00000764	8	8	1	1	0.959681686815647	0.970508751921455	0.965064853106121	persistent
GC_00000765	8	8	1	1	0.996031746031746	0.985345617895127	0.990659865308762	persistent
GC_00000766	8	8	1	1	0.965186074429772	1.0	0.982284667073916	persistent
GC_00000767	8	8	1	1	0.995506305288914	1.0	0.997748092953064	persistent
GC_00000768	8	8	1	1	0.981820764096009	0.997874149659866	0.989782368265983	persistent
GC_00000769	8	8	1	1	0.967097571566957	0.990042059070611	0.97843532069751	persistent
GC_00000770	8	8	1	1	0.94400871459695	0.886932192231732	0.914580820823481	persistent
GC_00000771	8	8	1	1	0.989559164733179	1.0	0.994752186588921	persistent
GC_00000772	8	8	1	1	0.990588381949638	1.0	0.995271941635094	persistent
GC_00000773	8	8	1	1	0.941280823132872	0.913100967895488	0.926976779886794	persistent
GC_00000774	8	8	1	1	0.989148011767686	0.993569896378357	0.991354023199237	persistent
GC_00000775	8	8	1	1	0.99317593146045	1.0	0.99657628389354	persistent
GC_00000776	8	8	1	1	0.936447651601469	0.989912280701755	0.962438031449561	persistent
GC_00000777	8	8	1	1	0.990732696206198	0.995704777008843	0.993212514013595	persistent
GC_00000778	8	8	1	1	0.981869184455391	1.0	0.990851658784134	persistent
GC_00000779	8	8	1	1	0.990025005435964	1.0	0.994987502902332	persistent
GC_00000780	8	8	1	1	0.953301423662248	1.0	0.976092488454651	persistent
GC_00000781	8	8	1	1	0.982951205173427	1.0	0.99140231248147	persistent
GC_00000782	8	8	1	1	0.911613566289825	0.972545060573231	0.941094086672306	persistent
GC_00000783	8	8	1	1	0.989834135901552	1.0	0.994891099757999	persistent
GC_00000784	8	8	1	1	0.994193590242637	1.0	0.997088341981554	persistent
GC_00000785	8	8	1	1	0.95958751393534	1.0	0.979377044517138	persistent
GC_00000786	8	8	1	1	0.99352294109133	1.0	0.996750948396348	persistent
GC_00000787	8	8	1	1	0.991436100131752	1.0	0.995699636123057	persistent
GC_00000788	8	8	1	1	0.95733012306046	1.0	0.978199958996788	persistent
GC_00000789	8	8	1	1	0.962053571428571	1.0	0.9806598407281	persistent
GC_00000790	8	8	1	1	0.992980561555076	1.0	0.996477919263072	persistent
GC_00000791	8	8	1	1	0.986978462647562	0.997035040431268	0.991981264122983	persistent
GC_00000792	6	8	2	0	0.90453074433657	0.637170007754654	0.747667613966569	shell
GC_00000793	8	8	1	1	0.994770805518469	1.0	0.997378548719951	persistent
GC_00000794	8	8	1	1	0.980310012568077	1.0	0.990057118679924	persistent
GC_00000795	8	8	1	1	0.98765928906774	1.0	0.993791334863005	persistent
GC_00000796	8	8	1	1	0.989462292093871	0.964179040791942	0.976657063537492	persistent
GC_00000797	8	8	1	1	0.978593719524088	0.962207725516521	0.970331549859623	persistent
GC_00000798	8	8	1	1	0.981113498030791	1.0	0.990466723896444	persistent
GC_00000799	8	8	1	1	0.978497023809524	1.0	0.989131661088338	persistent
GC_00000800	8	8	1	1	0.974765974765975	1.0	0.98722176422094	persistent
GC_00000801	8	8	1	1	0.985333333333333	1.0	0.992612491605104	persistent
GC_00000802	8	8	1	1	0.990284619594964	1.0	0.99511859745617	persistent
GC_00000803	8	8	1	1	0.997672590980534	0.928896910877024	0.962057155929186	persistent
GC_00000804	8	8	1	1	0.995748299319728	1.0	0.997869620792501	persistent
GC_00000805	8	8	1	1	0.994997594997595	1.0	0.997492525798052	persistent
GC_00000806	8	8	1	1	0.976233609385783	1.0	0.987973896152083	persistent
GC_00000807	8	8	1	1	0.976781425140112	0.942121260598304	0.95913831839564	persistent
GC_00000808	8	8	1	1	0.963269244021777	0.920043904086457	0.9411605253714	persistent
GC_00000809	8	8	1	1	0.805964720858338	0.920767612669022	0.859549795311026	persistent
GC_00000810	8	8	1	1	0.978098290598291	1.0	0.988927896300297	persistent
GC_00000811	8	8	1	1	0.976103580118179	1.0	0.987907303988391	persistent
GC_00000812	8	8	1	1	0.946169772256729	0.997933884297521	0.971362687220696	persistent
GC_00000813	8	8	1	1	0.99012494961709	0.791187408941033	0.879547474817404	persistent
GC_00000814	8	8	1	1	0.985832287745713	0.961870153553804	0.9737038203429	persistent
GC_00000815	8	8	1	1	0.992413027387121	1.0	0.996192068357017	persistent
GC_00000816	8	8	1	1	0.981467844869907	1.0	0.990647259213379	persistent
GC_00000817	8	8	1	1	0.992233466698047	1.0	0.996101594802126	persistent
GC_00000818	8	8	1	1	0.991015274034142	0.984688383362496	0.987841698245449	persistent
GC_00000819	8	8	1	1	0.980238095238095	1.0	0.990020440062523	persistent
GC_00000820	8	8	1	1	0.997833657272433	0.998302207130735	0.998067877210595	persistent
GC_00000821	8	8	1	1	0.996118483823402	1.0	0.998055468045582	persistent
GC_00000822	8	8	1	1	0.996686605676753	1.0	0.998340553638299	persistent
GC_00000823	8	8	1	1	0.97692001591723	1.0	0.988325281803543	persistent
GC_00000824	8	8	1	1	0.997055811571941	1.0	0.998525735529774	persistent
GC_00000825	8	8	1	1	0.965858041329739	1.0	0.982632541133455	persistent
GC_00000826	8	8	1	1	0.994073165746985	1.0	0.997027774930819	persistent
GC_00000827	8	8	1	1	0.984853090172239	1.0	0.992368750159516	persistent
GC_00000828	8	8	1	1	0.993648479800083	1.0	0.996814122316812	persistent
GC_00000829	8	8	1	1	0.994499698613623	1.0	0.99724226512032	persistent
GC_00000830	8	8	1	1	0.99135296010296	1.0	0.995657706056995	persistent
GC_00000831	8	8	1	1	0.993662213086674	1.0	0.996821032734771	persistent
GC_00000832	8	8	1	1	0.987584175084175	1.0	0.993753308628904	persistent
GC_00000833	8	8	1	1	0.945984132159548	0.780966571751163	0.855591283469362	persistent
GC_00000834	8	8	1	1	0.982547387887194	1.0	0.991196875182184	persistent
GC_00000835	8	8	1	1	0.99197682193002	1.0	0.995972253300515	persistent
GC_00000836	8	8	1	1	0.980927118858153	1.0	0.990371740100746	persistent
GC_00000837	8	8	1	1	0.985722758854432	1.0	0.992810053124533	persistent
GC_00000838	8	8	1	1	0.983850931677019	1.0	0.991859737006888	persistent
GC_00000839	8	8	1	1	0.977851605758583	1.0	0.988801791713326	persistent
GC_00000840	8	8	1	1	0.986935683364255	1.0	0.993424892035949	persistent
GC_00000841	8	8	1	1	0.989884393063584	1.0	0.994916485112563	persistent
GC_00000842	8	8	1	1	0.983912483912484	1.0	0.991891015244891	persistent
GC_00000843	8	8	1	1	0.995651583095529	0.997807349919094	0.996728300862381	persistent
GC_00000844	8	8	1	1	0.991112479474548	1.0	0.99553640458936	persistent
GC_00000845	8	8	1	1	0.990934906072521	1.0	0.995446815513742	persistent
GC_00000846	8	8	1	1	0.934181718664477	1.0	0.965970993986558	persistent
GC_00000847	8	8	1	1	0.9957796014068	0.956516320374482	0.975753142354111	persistent
GC_00000848	8	8	1	1	0.975804375804376	1.0	0.987754038561751	persistent
GC_00000849	8	8	1	1	0.986383928571429	1.0	0.993145297224407	persistent
GC_00000850	8	8	1	1	0.995929118773946	1.0	0.997960407918416	persistent
GC_00000851	8	8	1	1	0.989167739167739	1.0	0.99455437537068	persistent
GC_00000852	8	8	1	1	0.987783954430032	0.980312300653688	0.984033944899622	persistent
GC_00000853	8	8	1	1	0.989440160911834	0.991078802744744	0.990258803938527	persistent
GC_00000854	8	8	1	1	0.994897959183674	1.0	0.997442455242967	persistent
GC_00000855	8	8	1	1	0.978090766823161	0.996173469387753	0.987049306462	persistent
GC_00000856	8	8	1	1	0.979089026915114	1.0	0.989434041217701	persistent
GC_00000857	8	8	1	1	0.953913343293874	0.98970309924503	0.971478704960831	persistent
GC_00000858	8	8	1	1	0.994214119214119	0.883944788346061	0.935842420619279	persistent
GC_00000859	8	8	1	1	0.929156037414966	1.0	0.963277225267914	persistent
GC_00000860	8	8	1	1	0.994699934768428	1.0	0.997342926051588	persistent
GC_00000861	8	8	1	1	0.991345551378446	1.0	0.995653969440129	persistent
GC_00000862	8	8	1	1	0.970328556954697	0.99698351294096	0.983475462000226	persistent
GC_00000863	8	8	1	1	0.952502336647124	0.986772667808974	0.969334694324259	persistent
GC_00000864	8	8	1	1	0.975978835978836	1.0	0.987843410271515	persistent
GC_00000865	8	8	1	1	0.99301528729573	1.0	0.996495404350989	persistent
GC_00000866	8	8	1	1	0.973087339201083	1.0	0.98636012696234	persistent
GC_00000867	8	8	1	1	0.987963693764799	1.0	0.99394540942928	persistent
GC_00000868	8	8	1	1	0.98772704958272	1.0	0.993825635959496	persistent
GC_00000869	8	8	1	1	0.992938479739722	1.0	0.996456729431407	persistent
GC_00000870	8	8	1	1	0.984098533939979	0.996291208791212	0.99015733801627	persistent
GC_00000871	8	8	1	1	0.989304029304029	1.0	0.994623259924873	persistent
GC_00000872	8	8	1	1	0.980528652138822	1.0	0.990168610870562	persistent
GC_00000873	8	8	1	1	0.995299243292823	1.0	0.997644084353272	persistent
GC_00000874	8	8	1	1	0.9901203933462	0.947802197802196	0.96849924675907	persistent
GC_00000875	8	8	1	1	0.986818588025022	1.0	0.993365568424604	persistent
GC_00000876	8	8	1	1	0.990244959895946	0.998487151146728	0.994348975866356	persistent
GC_00000877	8	8	1	1	0.996023024594453	1.0	0.99800755033557	persistent
GC_00000878	8	8	1	1	0.997556664587232	1.0	0.998776837996096	persistent
GC_00000879	8	8	1	1	0.985769656699889	1.0	0.992833839890695	persistent
GC_00000880	8	8	1	1	0.991518829754124	1.0	0.995741355733542	persistent
GC_00000881	8	8	1	1	0.989045618247299	1.0	0.994492644285175	persistent
GC_00000882	8	8	1	1	0.990858843537415	1.0	0.995408435664709	
GC_00000883	8	8	1	1	0.984984446039722	1.0	0.99243542991471	persistent
GC_00000884	8	8	1	1	0.992109634551495	1.0	0.996039191161142	persistent
GC_00000885	8	8	1	1	0.991569833675097	1.0	0.995767074705411	persistent
GC_00000886	8	8	1	1	0.988157894736842	0.947667910447762	0.967489455703811	persistent
GC_00000887	8	8	1	1	0.984260531135531	0.985925521495872	0.985092322779887	persistent
GC_00000888	8	8	1	1	0.980752405949256	0.940692247861032	0.96030472021976	persistent
GC_00000889	8	8	1	1	0.979020784706013	0.9742138271751	0.976611390921295	persistent
GC_00000890	8	8	1	1	0.970695970695971	1.0	0.985130111524164	persistent
GC_00000891	8	8	1	1	0.988825591586328	1.0	0.994381403547428	persistent
GC_00000892	8	8	1	1	0.983703609395888	0.998284189120489	0.990940267922702	persistent
GC_00000893	8	8	1	1	0.98238747553816	1.0	0.99111549851925	persistent
GC_00000894	8	8	1	1	0.974642857142857	1.0	0.987158618194972	persistent
GC_00000895	8	8	1	1	0.99006648113791	1.0	0.995008448734632	persistent
GC_00000896	8	8	1	1	0.982476190476191	1.0	0.991160645657187	persistent
GC_00000897	8	8	1	1	0.980385107062959	1.0	0.990095414842757	persistent
GC_00000898	8	8	1	1	0.989450730787364	1.0	0.994697396095625	persistent
GC_00000899	8	8	1	1	0.982570806100218	1.0	0.991208791208791	persistent
GC_00000900	8	8	1	1	0.938157081014224	1.0	0.968091895341417	persistent
GC_00000901	8	8	1	1	0.993591068844325	1.0	0.996785232811366	persistent
GC_00000902	8	8	1	1	0.983346344002082	1.0	0.991603253739176	persistent
GC_00000903	8	8	1	1	0.971935113407982	0.941475896984373	0.956463068035499	persistent
GC_00000904	8	8	1	1	0.949825662482566	0.957350355872686	0.953573164976024	persistent
GC_00000905	8	8	1	1	0.971198156682028	1.0	0.985388661601403	persistent
GC_00000906	8	8	1	1	0.997397866250325	1.0	0.998697238144867	persistent
GC_00000907	8	8	1	1	0.977272727272727	1.0	0.988505747126437	persistent
GC_00000908	8	8	1	1	0.983333333333333	1.0	0.991596638655462	persistent
GC_00000909	8	8	1	1	0.988825855251848	1.0	0.994381536865762	persistent
GC_00000910	8	8	1	1	0.99718530823182	1.0	0.998590670702123	persistent
GC_00000911	8	8	1	1	0.988709077380952	1.0	0.994322486507721	persistent
GC_00000912	8	8	1	1	0.963331807081807	1.0	0.981323486541638	persistent
GC_00000913	8	8	1	1	0.995061935051892	0.968379126542395	0.981539223529031	persistent
GC_00000914	8	8	1	1	0.975618131868132	1.0	0.987658612897619	persistent
GC_00000915	8	8	1	1	0.968122786304604	1.0	0.98380323935213	persistent
GC_00000916	8	8	1	1	0.978270920018493	1.0	0.989016125262912	persistent
GC_00000917	8	8	1	1	0.981501831501831	1.0	0.990664571587023	persistent
GC_00000918	8	8	1	1	0.994259191401002	0.912404092071608	0.95157457814141	persistent
GC_00000919	8	8	1	1	0.98633995211942	0.994555218537119	0.990430549948681	persistent
GC_00000920	8	8	1	1	0.956679894179894	1.0	0.97786040223086	persistent
GC_00000921	8	8	1	1	0.972885658243914	0.885979599196333	0.927401103554716	persistent
GC_00000922	8	8	1	1	0.989352783366868	0.993006993006992	0.991176520168608	persistent
GC_00000923	8	8	1	1	0.943993506493506	1.0	0.971189979123173	persistent
GC_00000924	8	8	1	1	0.981754385964912	1.0	0.990793201133145	persistent
GC_00000925	8	8	1	1	0.968141233766234	1.0	0.983812764202495	persistent
GC_00000926	8	8	1	1	0.985636645962733	0.921343283582088	0.952406147270672	persistent
GC_00000927	8	8	1	1	0.989078522264363	1.0	0.994509277731679	persistent
GC_00000928	8	8	1	1	0.991138850362151	1.0	0.995549707828644	persistent
GC_00000929	8	8	1	1	0.996158008658009	0.995484091072327	0.995820935847465	persistent
GC_00000930	8	8	1	1	0.979821006416751	1.0	0.98980766770438	persistent
GC_00000931	8	8	1	1	0.988771645021645	0.948645769933049	0.968293183739613	persistent
GC_00000932	8	8	1	1	0.97484410430839	1.0	0.987261832143242	persistent
GC_00000933	8	8	1	1	0.99119143625192	1.0	0.995576234616265	persistent
GC_00000934	8	8	1	1	0.969285714285714	1.0	0.984403336960464	persistent
GC_00000935	8	8	1	1	0.83448204651643	0.934007994693475	0.881444491868652	persistent
GC_00000936	8	8	1	1	0.993980131735234	1.0	0.996980978812699	persistent
GC_00000937	8	8	1	1	0.978364861926506	1.0	0.989064131450239	persistent
GC_00000938	8	8	1	1	0.942887281494876	1.0	0.970604203831536	persistent
GC_00000939	8	8	1	1	0.996779388083736	1.0	0.998387096774194	persistent
GC_00000940	8	8	1	1	0.980352026197298	1.0	0.990078544853245	persistent
GC_00000941	8	8	1	1	0.95968387354942	1.0	0.979427229567615	persistent
GC_00000942	8	8	1	1	0.997694199631072	1.0	0.998845769102521	persistent
GC_00000943	8	8	1	1	0.991185688169235	1.0	0.995573335082139	persistent
GC_00000944	8	8	1	1	0.987602141448295	1.0	0.993762404309612	persistent
GC_00000945	8	8	1	1	0.94527867965368	1.0	0.971869675579819	persistent
GC_00000946	8	8	1	1	0.992080973358506	1.0	0.996024746610504	persistent
GC_00000947	8	8	1	1	0.988827838827839	1.0	0.994382539828713	persistent
GC_00000948	8	8	1	1	0.994737938939252	1.0	0.99736202888709	persistent
GC_00000949	8	8	1	1	0.97633805588351	1.0	0.988027380211574	persistent
GC_00000950	8	8	1	1	0.987000547345375	0.977861359741003	0.982409698932428	persistent
GC_00000951	8	8	1	1	0.958393458393458	0.985205223880596	0.971614408214636	persistent
GC_00000952	8	8	1	1	0.984365286584608	1.0	0.992121050735421	persistent
GC_00000953	8	8	1	1	0.972308488612836	1.0	0.985959847789004	persistent
GC_00000954	8	8	1	1	0.995006698331507	1.0	0.997497100299127	persistent
GC_00000955	8	8	1	1	0.979949874686717	1.0	0.989873417721519	persistent
GC_00000956	8	8	1	1	0.996586134453782	1.0	0.998290148625543	persistent
GC_00000957	8	8	1	1	0.986740558292282	1.0	0.993326032605327	persistent
GC_00000958	8	8	1	1	0.985613848517074	1.0	0.992754809051282	persistent
GC_00000959	8	8	1	1	0.973291925465839	1.0	0.986465218759836	persistent
GC_00000960	8	8	1	1	0.988345338135254	1.0	0.994138512238686	persistent
GC_00000961	8	8	1	1	0.99009324009324	0.990513145391196	0.990303148230481	persistent
GC_00000962	8	8	1	1	0.984081296992481	1.0	0.991976788939219	persistent
GC_00000963	8	8	1	1	0.991503089785533	1.0	0.995733418512857	persistent
GC_00000964	8	8	1	1	0.992727441171021	1.0	0.996350449801251	persistent
GC_00000965	8	8	1	1	0.9954977350569	1.0	0.997743788497474	persistent
GC_00000966	8	8	1	1	0.98972438298281	0.924265576877518	0.955875628369656	persistent
GC_00000967	8	8	1	1	0.997927170868347	1.0	0.998962510164596	persistent
GC_00000968	8	8	1	1	0.991398008478754	1.0	0.995680425768921	persistent
GC_00000969	8	8	1	1	0.992046818727491	1.0	0.996007532956686	persistent
GC_00000970	8	8	1	1	0.954521556256572	0.99685534591195	0.975229249751962	persistent
GC_00000971	8	8	1	1	0.992331808168107	1.0	0.996151147213303	persistent
GC_00000972	8	8	1	1	0.991586538461538	1.0	0.995775497887749	persistent
GC_00000973	8	8	1	1	0.992673992673993	1.0	0.996323529411765	persistent
GC_00000974	8	8	1	1	0.983776844070962	1.0	0.991822086250515	persistent
GC_00000975	8	8	1	1	0.984822839088242	1.0	0.992353392649024	persistent
GC_00000976	8	8	1	1	0.974943904263276	1.0	0.98731300889983	persistent
GC_00000977	8	8	1	1	0.986111111111111	1.0	0.993006993006993	persistent
GC_00000978	8	8	1	1	0.992277298850575	1.0	0.99612368160101	persistent
GC_00000979	8	8	1	1	0.967930029154519	1.0	0.983703703703704	persistent
GC_00000980	8	8	1	1	0.989490073958739	1.0	0.994717276462532	persistent
GC_00000981	8	8	1	1	0.971689895470383	1.0	0.985641705323614	persistent
GC_00000982	8	8	1	1	0.991496598639456	1.0	0.995730145175064	persistent
GC_00000983	8	8	1	1	0.988095238095238	1.0	0.994011976047904	persistent
GC_00000984	8	8	1	1	0.994761904761905	1.0	0.997374074958224	persistent
GC_00000985	8	8	1	1	0.972589217919514	0.941650262298123	0.956869714188647	persistent
GC_00000986	8	8	1	1	0.987323037323037	1.0	0.993621086034388	persistent
GC_00000987	8	8	1	1	0.992233803392602	1.0	0.996101764464506	persistent
GC_00000988	8	8	1	1	0.991077747447174	1.0	0.995518882894319	persistent
GC_00000989	8	8	1	1	0.924727182539683	1.0	0.960891695122737	persistent
GC_00000990	8	8	1	1	0.983911845730028	0.953844740110383	0.968645025530754	persistent
GC_00000991	8	8	1	1	0.991565452091768	1.0	0.995764865322717	persistent
GC_00000992	8	8	1	1	0.984672619047619	1.0	0.992277123790957	persistent
GC_00000993	8	8	1	1	0.995891690009337	1.0	0.997941616766467	persistent
GC_00000994	8	8	1	1	0.993972746331237	1.0	0.996977263766592	persistent
GC_00000995	8	8	1	1	0.994752186588921	1.0	0.997369190295235	persistent
GC_00000996	8	8	1	1	0.975423416789396	1.0	0.987558827640837	persistent
GC_00000997	8	8	1	1	0.978042426497953	0.926934412674704	0.951802839314893	persistent
GC_00000998	8	8	1	1	0.985601910380671	1.0	0.992748753139259	persistent
GC_00000999	8	8	1	1	0.992004703115814	1.0	0.995986306221225	persistent
GC_00001000	8	8	1	1	0.980288836846214	1.0	0.990046319109096	persistent
